date,time,end_date,status,ip_address,progress,duration_in_seconds,finished,recorded_date,response_id,recipient_last_name,recipient_first_name,recipient_email,external_reference,location_latitude,location_longitude,distribution_channel,user_language,consent,self_1,self_2,self_3,self_4,self_5,self_6,self_7,self_8,self_timing_first_click,self_timing_last_click,self_timing_page_submit,self_timing_click_count,stereotype_1,stereotype_2,stereotype_3,stereotype_4,stereotype_5,stereotype_6,stereotype_7,stereotype_8,stereotype_timing_first_click,stereotype_timing_last_click,stereotype_timing_page_submit,stereotype_timing_click_count,sci_fi,vacation,scary_movie,sports,outdoor_art,food,robert_1,robert_2,robert_3,robert_4,robert_5,robert_6,robert_7,robert_8,rob_timing_first_click,rob_timing_last_click,rob_timing_page_submit,rob_timing_click_count,imp_gw,worried_gw,harm_personally,harm_future_gen,why_advocacy,feedback_ccl,age,fam_inc,gender,gender_5_text,race,race_6_text,race_7_text,ideology,dem_rep,dem_rep_4_text,dem_strong_weak,rep_strong_weak,closer_dem_rep,use_data,use_data_no,group,duration_in_minutes
2021-03-16,09:01:04,2021-03-16 09:10:14,IP Address,64.188.228.114,100,549,True,2021-03-16 09:10:15,R_W8WqJyABZrVI4jT,NA,NA,NA,NA,41.2382049560546875,-76.997802734375,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",3,7,8,6,5,2,4,1,0,0,85.132,0,4,1,2,3,5,7,8,6,0,0,52.024,0,No,Adventurous,No,No,Camping,Savory,3,1,4,2,5,7,8,6,0,0,66.174,0,Extremely important,Very worried,A great deal,A great deal,A desire to improve the lives of present and future generations,Yes. I am active in many NGOs. CCL has great people and a good system of communication,72,"$50,001 - $75,000",Female,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Not Very Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,9.15
2021-03-16,09:02:08,2021-03-16 09:13:56,IP Address,66.65.83.209,100,707,True,2021-03-16 09:13:57,R_2rPzDdJCqLNNwfz,NA,NA,NA,NA,40.8527069091796875,-73.93830108642578125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",5,6,7,8,3,4,1,2,0,0,116.579,0,3,2,1,4,7,5,6,8,0,0,75.673,0,No,Adventurous,No,No,Camping,Savory,4,1,3,2,6,5,8,7,0,0,40.832,0,Extremely important,Very worried,A great deal,A great deal,"As a wildlife advocate, I first became alarmed about extinction rates. More recently, the spread of disease, from animal to human populations, due to habitat loss, led to a concern about climate change---starting with its effect on, for instance, migration patterns.","Not welcoming. I participated out of determination, not because it was a welcoming space.",70,"$50,001 - $75,000",Female,NA,White / Caucasian,NA,NA,Very liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,11.783333333333333
2021-03-16,09:08:22,2021-03-16 09:22:44,IP Address,67.169.52.255,100,862,True,2021-03-16 09:22:45,R_1pMpWSKdwyHYcOF,NA,NA,NA,NA,38.0388946533203125,-122.58709716796875,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",7,5,4,6,8,3,2,1,12.874,153.825,155.774,21,4,1,2,3,6,7,5,8,11.26,82.111,83.199,11,Yes,Relaxing,No,Yes,Staying in and watching TV shows,Savory,6,2,3,1,8,7,4,5,22.355,91.142,91.978,13,Extremely important,Very worried,A great deal,A great deal,"I needed to take affirmative, concrete steps with other people on an idea that would be effective and non-ideological",It’s been a very positive experience,64,"Over $150,000",Male,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Not Very Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,14.366666666666667
2021-03-16,09:17:33,2021-03-16 09:38:44,IP Address,24.126.204.198,100,1270,True,2021-03-16 09:38:44,R_29uXSLcLixQthKU,NA,NA,NA,NA,33.97210693359375,-84.4405975341796875,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",1,2,3,4,6,8,7,5,0,0,146.081,0,2,1,3,4,5,6,8,7,0,0,100.452,0,No,Adventurous,No,Yes,Camping,Savory,3,1,5,2,4,7,8,6,0,0,73.217,0,Extremely important,Somewhat worried,Only a little,A moderate amount,"After retirement, two years ago, I was looking for a volunteer organization that focused on environmental matters.  CCL popped up on my Internet search and I attended a local chapter meeting.  Basically, I found that I have ""time"" and ""interest"" and that is what drew me to CCL.  Interest comes from my lifelong passion for the outdoors.","Needs some work.  Lots of well established folks like me. Older, wiser, and pretty set in our ways.  I watched other new young people come in to the meetings months after I started and just about cringed when the older folks just starting talking about ""table tops"".  I understand that is important, however, I'm really not sure young people get a thrill out of that.  It seems like we lost many young people who just did not feel connected.",60,"Over $150,000",Male,NA,White / Caucasian,NA,NA,Conservative,Independent,NA,NA,NA,Neither,"Yes, you can use my data.",NA,Different,21.166666666666668
2021-03-16,09:26:21,2021-03-16 09:41:58,IP Address,71.34.236.182,100,937,True,2021-03-16 09:41:59,R_3EBgyTXITFqezwD,NA,NA,NA,NA,44.2953948974609375,-90.831298828125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",3,5,8,7,6,4,2,1,59.503,130.1,139.51,6,3,1,2,4,5,6,8,7,12.008,82.432,84.062,8,Yes,Adventurous,No,Yes,Camping,Sweet,4,1,2,3,5,6,7,8,18.385,59.813,63.703,6,Very important,Very worried,Only a little,A great deal,Social responsibility to others.....trying to mitigate damaged caused by me and my predecessors...enjoying taking on impossible tasks!,Good people....good space to work in...a bit rigid in its philosophy but generally a good organization,68,"$100,001 - $150,000",Male,NA,White / Caucasian,NA,NA,Moderate,Independent,NA,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Different,15.616666666666667
2021-03-16,09:40:45,2021-03-16 10:03:06,IP Address,32.213.3.140,100,1340,True,2021-03-16 10:03:06,R_083ZgCoZvJc0pjj,NA,NA,NA,NA,41.0641021728515625,-73.54799652099609375,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",8,4,6,7,5,3,1,2,112.598,173.65,185.598,4,4,2,1,3,6,8,5,7,51.313,103.681,111.161,4,No,Relaxing,No,Yes,Staying in and watching TV shows,Savory,4,1,3,2,6,8,5,7,31.685,105.222,118.266,4,Extremely important,Very worried,A moderate amount,A great deal,"I liked the positions, concepts, and especially the specific goals of CCL. Plus the opportunity to get directly involved locally.","So far I have had few opportunities for direct engagement  with community and business leaders. I am also somewhat physically handicapped, meaning my roles ahead will be mostly preparation assistance and support, ‘behind the scenes’.",83,"$100,001 - $150,000",Male,NA,White / Caucasian,NA,NA,Liberal,Independent,NA,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Similar,22.333333333333332
2021-03-16,09:06:00,2021-03-16 10:05:17,IP Address,73.199.116.36,100,3556,True,2021-03-16 10:05:18,R_1n8ziK6hFOz1Hym,NA,NA,NA,NA,39.3773040771484375,-74.61229705810546875,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",7,3,8,6,5,4,2,1,0,0,96.437,0,2,1,6,3,8,5,7,4,0,0,44.485,0,Yes,Adventurous,No,No,Staying in and watching TV shows,Savory,3,2,5,4,8,7,6,1,0,0,31.568,0,Very important,Very worried,Only a little,A great deal,"Awareness of the growing crisis from McKibben's End of Nature back in the 80's and Jim Hansen's testimony before Congress coupled with a lack of response locally and worldwide.

I am not actively involved with CCL.",I have yet to volunteer.,62,"$25,001 - $35,000",Male,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,59.266666666666666
2021-03-16,10:09:42,2021-03-16 10:21:21,IP Address,98.37.19.8,100,699,True,2021-03-16 10:21:21,R_2CU0ENsJIb9duTg,NA,NA,NA,NA,37.94830322265625,-122.53790283203125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",4,6,8,7,5,2,1,3,0,0,110.059,0,4,3,1,2,5,8,6,7,0,0,56.516,0,Yes,Adventurous,No,No,Camping,Savory,6,4,1,5,3,2,7,8,0,0,77.996,0,Extremely important,Very worried,A great deal,A great deal,"Hearing Paul Hawken, Bill McDonough and Amory Lovins talk about green business and green building at Bioneers in 1997. Looking for a community of like minded and aware people.","I haven't had the time to participate as much as I would like. My main advocacy is through social media sharing, and texting for Green New Deal candidates and policies.",54,"$75,001 - $100,000",Male,NA,White / Caucasian,NA,NA,Very liberal,Independent,NA,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Similar,11.65
2021-03-16,10:13:21,2021-03-16 10:22:38,IP Address,71.8.151.33,100,557,True,2021-03-16 10:22:39,R_3dYqTbic4aqQvX8,NA,NA,NA,NA,44.7498931884765625,-93.208099365234375,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",7,6,5,4,3,1,8,2,0,0,126.239,0,6,1,5,4,2,3,7,8,0,0,59.849,0,Yes,Relaxing,No,Yes,Camping,Savory,5,2,1,3,4,6,7,8,0,0,68.46,0,Extremely important,Very worried,Only a little,A great deal,To give my wife hope in the face of her waking up each morning worried and depressed about the environmental collapse.  I liked the people who were involved.,Absolutely.,70,"$100,001 - $150,000",Male,NA,White / Caucasian,NA,NA,Moderate,Independent,NA,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Different,9.283333333333333
2021-03-16,10:14:26,2021-03-16 10:22:41,IP Address,69.30.191.54,100,494,True,2021-03-16 10:22:41,R_10T79XtwCQ3fRpK,NA,NA,NA,NA,40.7841949462890625,-96.6461029052734375,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",6,4,5,3,8,7,1,2,0,0,80.365,0,4,2,1,3,5,6,8,7,0,0,45.877,0,Yes,Adventurous,No,No,Camping,Savory,6,3,1,2,5,7,8,4,0,0,35.99,0,Extremely important,Very worried,A great deal,A great deal,"I was tired of having the argument about whether climate change was happening and wanted to instead focus on solutions. CCL provides a framework to do that, as well as the single most effective solution there is.",It is extremely welcoming!,27,"$50,001 - $75,000",Male,NA,White / Caucasian,NA,NA,Moderate,Independent,NA,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Different,8.233333333333333
2021-03-16,10:00:29,2021-03-16 10:24:05,IP Address,72.15.104.115,100,1416,True,2021-03-16 10:24:06,R_1kXQcnJJZkfTufc,NA,NA,NA,NA,40.1103973388671875,-83.11309814453125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",2,5,4,3,8,1,6,7,0,0,163.938,0,5,3,2,4,7,1,8,6,0,0,41.239,0,Yes,Adventurous,No,Yes,Camping,Sweet,5,3,2,4,7,1,6,8,0,0,37.536,0,Extremely important,Very worried,NA,A great deal,"I am happiest when out in the woods or gardening or on a ski slope. That is when I feel close to God. I think climate change is THE issue of our time. If we don't address it, we cannot continue to argue about everything else!","My local Columbus, Ohio chapter is very welcoming. I still feel like I am spinning my wheels at times, but I just think that is the nature of the beast. I do feel productive calling once a month and have actually taken over the responsibilities for administering the monthly calling campaign for my chapter. I wish we had a calling campaign for the state level reps.",63,NA,Female,NA,White / Caucasian,NA,NA,Moderate,Independent,NA,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Different,23.6
2021-03-16,10:11:11,2021-03-16 10:27:17,IP Address,174.230.7.104,100,965,True,2021-03-16 10:27:17,R_bei0aqePcCClXcB,NA,NA,NA,NA,42.5063934326171875,-83.40689849853515625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",2,3,5,7,4,8,6,1,16.635,109.196,115.101,14,2,3,4,1,7,6,8,5,28.867,72.87,73.937,10,Yes,Relaxing,No,Yes,Camping,Savory,4,1,3,2,7,5,6,8,25.121,55.553,59.65,6,Very important,Very worried,Only a little,A great deal,"You can feel and see the strain man is causing on the planet. Any one who is sensitive and spiritual has a common bond with life and appreciates the gift we are influencing with our activities. It is the purpose of life to evolve towards a position of influence and to leave behind a better situation. 
I feel as if I have failed unless I try.","I love the People I interact with. 
Dislike false narrative as advocating for control and democracy seminarian of false and misleading information. I like CCL as it is diverse but dedicated camaraderie of souls.",66,"$35,001 - $50,000",Male,NA,White / Caucasian,NA,NA,Moderate,Independent,NA,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Similar,16.083333333333332
2021-03-16,10:22:35,2021-03-16 10:32:59,IP Address,68.4.36.92,100,623,True,2021-03-16 10:32:59,R_237cmew8gLc42P9,NA,NA,NA,NA,33.61279296875,-117.662200927734375,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",6,2,3,5,1,4,7,8,0,0,95.41,0,4,1,2,3,6,8,5,7,0,0,65.302,0,No,Relaxing,No,No,Camping,Sweet,2,1,4,6,3,8,7,5,0,0,66.226,0,Extremely important,Very worried,NA,A great deal,A colleague is leading a group and suggested I join.,No feedback. It is a welcoming space for me as a volunteer.,NA,NA,Female,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,10.383333333333333
2021-03-16,10:23:33,2021-03-16 10:36:41,IP Address,96.247.177.241,100,787,True,2021-03-16 10:36:41,R_27rnRH7GleJXvQP,NA,NA,NA,NA,41.021697998046875,-78.441802978515625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",5,7,6,8,4,1,2,3,0,0,104.363,0,3,1,4,6,5,2,7,8,0,0,47.971,0,Yes,Adventurous,No,Yes,Staying in and watching TV shows,Savory,4,1,7,3,8,2,5,6,0,0,47.158,0,Extremely important,Very worried,Only a little,A great deal,I believe that global warming is real and we must do something about it soon.,have minimal interaction - my bad!,73,"Over $150,000",Male,NA,White / Caucasian,NA,NA,Moderate,Democrat,NA,Not Very Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,13.116666666666667
2021-03-16,10:29:46,2021-03-16 10:40:47,IP Address,67.1.221.171,100,660,True,2021-03-16 10:40:47,R_xgDiYWj4bLQlO93,NA,NA,NA,NA,32.246002197265625,-110.91770172119140625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",5,7,1,4,2,3,8,6,10.099,10.099,116.177,1,5,4,1,6,2,3,8,7,0,0,85.407,0,Yes,Relaxing,No,No,Camping,Savory,5,4,1,6,2,3,8,7,0,0,51.021,0,Extremely important,Very worried,Only a little,A great deal,I want to take action to solve climate change.,I am interested in learning organizing techniques. Quite welcoming.,63,"$25,001 - $35,000",Male,NA,White / Caucasian,NA,NA,Moderate,Independent,NA,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Similar,11
2021-03-16,10:35:13,2021-03-16 10:49:21,IP Address,107.126.62.220,100,847,True,2021-03-16 10:49:21,R_324TeESP5jGENgx,NA,NA,NA,NA,37.5749969482421875,-87.2772979736328125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",2,3,6,8,4,5,7,1,16.857,94.781,105.987,16,1,2,3,6,8,7,5,4,12.105,73.422,76.347,18,Yes,Relaxing,No,No,Camping,Savory,1,2,4,7,3,8,6,5,9.501,58.004,59.944,18,Extremely important,Very worried,A moderate amount,A great deal,Lifelong environmental professional,I’m generally disappointed. Nice people but lack big picture. Still focused on education for personal action     Unable to communicate why carbon tax would work.  CCL descriptions on webpage seem lacking to me.  Not my favorite activist group but the one that has a kernel of an idea that at a minimum would help. Encouraged by recent intro by IL senator,66,"$35,001 - $50,000",Female,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,14.116666666666667
2021-03-16,10:42:40,2021-03-16 10:59:41,IP Address,72.71.241.147,100,1020,True,2021-03-16 10:59:41,R_2R2Grl7gOpSSU1d,NA,NA,NA,NA,42.885894775390625,-71.29900360107421875,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",4,7,6,8,5,3,2,1,0,0,195.949,0,2,1,3,4,5,7,6,8,0,0,98.599,0,Yes,Relaxing,No,No,Camping,Savory,5,1,2,4,6,3,7,8,0,0,131.095,0,Extremely important,Very worried,A great deal,A great deal,"Global warming is the biggest threat to the things I love (nature, life on Earth, family, friends, and others) and my family's future.","It is difficult to put yourself in positions out of one's comfort zone, but then those things become routine and new challenges arise and can be considered.  CCL provides the love, support, resources, and framework that enables me to be as effective as possible on this issue as I can be.",56,"$75,001 - $100,000",Male,NA,White / Caucasian,NA,NA,Moderate,Independent,NA,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Similar,17
2021-03-16,10:46:52,2021-03-16 11:00:51,IP Address,73.228.169.154,100,839,True,2021-03-16 11:00:51,R_1kXIIHE54JF8BpD,NA,NA,NA,NA,44.8762969970703125,-93.48650360107421875,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",1,2,3,5,6,4,8,7,0,0,151.554,0,3,1,4,2,5,6,7,8,0,0,52.644,0,No,Adventurous,No,Yes,Staying in and watching TV shows,Sweet,7,2,3,6,4,1,8,5,0,0,37.231,0,Very important,Somewhat worried,NA,A moderate amount,Aligned vision that carbon pricing is a great first step to address climate change and carbon pricing should be done economy wide on energy with some exceptions such as agriculture.,"Welcoming, yes.  A remarkable organization on many fronts with no shortage of passion.  Communication and messaging can be improved to raise general understanding of both climate change and the role of carbon pricing as a first step, not the only step.  The lack of a comprehensive roadmap is a CCL blindspot.",59,"$100,001 - $150,000",Male,NA,White / Caucasian,NA,NA,Moderate,Democrat,NA,Not Very Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,13.983333333333333
2021-03-16,11:21:27,2021-03-16 11:31:07,IP Address,73.22.221.7,100,579,True,2021-03-16 11:31:09,R_2AXSa2LR9KpBAEf,NA,NA,NA,NA,42.0753936767578125,-87.82219696044921875,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",8,5,6,7,4,1,3,2,0,0,59.552,0,5,3,1,2,6,4,7,8,0,0,49.743,0,Yes,Adventurous,No,No,Camping,Savory,5,6,8,7,4,1,2,3,0,0,71.562,0,Extremely important,Very worried,A moderate amount,A great deal,Global corporations and wealth inequality are drivers of increased GHG emissions. We need to restructure our lives to be consistent with sustaining the earth's ecosystems.,I give presentations for CCL on climate change and carbon fee & dividend legislation.  I've found CCL to be a welcoming place for my activities.,72,"Over $150,000",Male,NA,White / Caucasian,NA,NA,Very liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,9.65
2021-03-16,11:38:53,2021-03-16 11:44:40,IP Address,160.36.141.161,100,347,True,2021-03-16 11:44:43,R_Dobucno2zBm1K13,NA,NA,NA,NA,36.01300048828125,-84.26239776611328125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",4,5,6,7,8,3,2,1,0,0,73.107,0,1,2,4,3,8,5,6,7,0,0,29.027,0,Yes,Adventurous,No,No,Camping,Savory,1,2,5,7,4,6,8,3,30.5,30.5,38.458,1,Very important,Somewhat worried,Only a little,A great deal,Tax and dividend is the only realistic plan to get anything accomplished.,Less partisanship at local level would be nice.,45,"$100,001 - $150,000",Male,NA,White / Caucasian,NA,NA,Prefer not to answer,Independent,NA,NA,NA,Neither,"Yes, you can use my data.",NA,Different,5.783333333333333
2021-03-16,11:33:36,2021-03-16 11:46:51,IP Address,70.127.67.101,100,795,True,2021-03-16 11:46:52,R_Oeau2NEKPOrf1UB,NA,NA,NA,NA,28.479705810546875,-82.512603759765625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",2,5,3,4,8,6,7,1,0,0,102.831,0,4,1,3,2,6,7,8,5,0,0,81.159,0,Yes,Adventurous,Yes,Yes,Camping,Savory,1,2,4,7,3,5,8,6,0,0,70.201,0,Extremely important,Very worried,A moderate amount,A great deal,I am a conservation biologist who has spent an entire 35-year career working to conserve nature.  Everything we have accomplished will be for naught if we don't work aggressively to counter this threat to the natural world - which is just as critical to sustaining humanity as it is to sustaining the rest of life on earth.,"Very welcoming.  But it is also a frustrating experience because our outreach is all in an attempt to convince a very conservative, climate change denying Representative to support the EICDA, or at least acknowledge there is a problem.",65,"$35,001 - $50,000",Male,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,13.25
2021-03-16,11:25:41,2021-03-16 12:25:48,IP Address,24.46.220.52,100,3606,True,2021-03-16 12:25:49,R_2yjzKFogiU3fSux,NA,NA,NA,NA,40.6649932861328125,-73.952301025390625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",8,6,4,7,5,1,3,2,0,0,86.391,0,2,1,3,4,6,5,7,8,0,0,56.815,0,No,Adventurous,No,Yes,Camping,Savory,7,5,4,2,3,1,8,6,0,0,128.493,0,Extremely important,Very worried,Not at all,A great deal,"Climate change is the most important problem the world faces. CCL is professional, focused and very well organized.",Awesome. Yes,67,"$50,001 - $75,000",Male,NA,White / Caucasian,NA,NA,Very liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,60.1
2021-03-16,12:45:41,2021-03-16 12:53:04,IP Address,45.49.235.23,100,442,True,2021-03-16 12:53:04,R_3fMLR56pRfPNNrY,NA,NA,NA,NA,34.0634002685546875,-118.466705322265625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",5,6,7,8,4,1,3,2,0,0,61.402,0,6,5,7,8,4,1,3,2,0,0,44.384,0,No,Adventurous,No,Yes,Staying in and watching TV shows,Savory,5,7,6,8,3,1,4,2,0,0,36.396,0,Extremely important,Very worried,Only a little,A great deal,"I believe it is easy to express interest in solving climate change, but harder to implement your own action.  Carbon tax and dividend solves that.  It causes actual changes in behavior.","Very welcoming, people are all extremely nice and great to interact with.",72,"Over $150,000",Male,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,7.366666666666666
2021-03-16,12:08:22,2021-03-16 13:07:37,IP Address,129.59.122.134,100,3555,True,2021-03-16 13:07:37,R_3EAMQU61jZaWZuM,NA,NA,NA,NA,36.1865997314453125,-86.78279876708984375,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",7,4,6,8,5,1,2,3,0,0,121.59,0,1,3,4,2,5,6,7,8,0,0,76.403,0,Yes,Adventurous,Yes,No,Camping,Sweet,2,4,3,1,5,6,8,7,0,0,73.914,0,Extremely important,Very worried,NA,A great deal,"I study environmental science as an undergrad. I was taking a climate change class when the pandemic started. After getting sent home in the middle of the semester and having no safe prospects for summer internships, I was looking to get involved in something meaningful. I couldn't make money over the summer, so I tried to create value during that time in other ways. Getting involved with positive things and positive people during an overwhelmingly negative time helped me keep an optimistic perspective. I think I got more out of CCL than I put into it.","It is welcoming. If I were to give any feedback, I think it might be useful to keep a running list of local and national climate-related tasks/projects that people can get involved in or give their time to.",22,"$75,001 - $100,000",Female,NA,White / Caucasian,NA,NA,Liberal,Independent,NA,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Similar,59.25
2021-03-16,13:42:17,2021-03-16 13:54:02,IP Address,66.207.80.127,100,704,True,2021-03-16 13:54:02,R_1PekOKfQxKftCKw,NA,NA,NA,NA,37.412506103515625,-79.9210968017578125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",4,8,5,7,6,3,2,1,0,0,86.437,0,4,1,3,2,6,5,8,7,0,0,49.756,0,No,Relaxing,No,No,Staying in and watching TV shows,Savory,3,2,7,4,8,1,6,5,0,0,50.416,0,Extremely important,Very worried,A moderate amount,A great deal,"Have been worried about the climate. Have children and grandchildren that I want to have a good life in a safe world.
Heard about CCL through a Rick Steve's donation.",It has been a great group to be a part of and I have learned a lot.,63,"$75,001 - $100,000",Female,NA,White / Caucasian,NA,NA,Moderate,Independent,NA,NA,NA,Neither,"Yes, you can use my data.",NA,Different,11.733333333333333
2021-03-16,13:50:22,2021-03-16 14:02:38,IP Address,98.219.241.41,100,736,True,2021-03-16 14:02:39,R_3s18HfolCB0N150,NA,NA,NA,NA,40.1678009033203125,-80.25910186767578125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",2,5,4,6,3,1,7,8,1.95,84.206,85.163,20,4,1,2,3,5,6,7,8,4.819,65.321,66.143,11,No,Adventurous,No,No,Camping,Sweet,6,1,2,5,3,4,7,8,7.58,59.912,60.816,23,Extremely important,Very worried,A moderate amount,A great deal,To help save the environment because I'm a passionate outdoorsman who believes in saving the planet so future generations get to enjoy what I got to enjoy.,I haven't been able to participate as much as I hoped because of COVID,29,"$35,001 - $50,000",Male,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Not Very Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,12.266666666666667
2021-03-16,13:56:29,2021-03-16 14:15:47,IP Address,24.214.110.232,100,1157,True,2021-03-16 14:15:47,R_1K3f7RcYuI4K7Ka,NA,NA,NA,NA,33.4485015869140625,-82.20110321044921875,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",2,3,8,7,5,4,1,6,3.565,368.17,369.824,149,2,1,3,4,7,8,6,5,10.216,103.321,106.224,43,Yes,Adventurous,No,No,Camping,Sweet,6,1,4,3,2,5,7,7,2.009,88.857,89.957,29,Extremely important,Very worried,Only a little,A great deal,I'm a science buff and big picture thinker who loves nature. I worry about the suffering that will occur with the changing environment.,For the most part. The extremists on both sides do change the feeling of the environment from setting to setting.,68,"$15,001 - $25,000",Female,NA,White / Caucasian,NA,NA,Moderate,Other (please specify),Green Party in Democratic Party with fiscal conservative views.,NA,NA,Neither,"Yes, you can use my data.",NA,Different,19.283333333333335
2021-03-16,14:03:11,2021-03-16 14:17:19,IP Address,66.119.61.242,100,848,True,2021-03-16 14:17:20,R_6Gp5oBcpNKgYAQF,NA,NA,NA,NA,42.8235931396484375,-106.39099884033203125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",4,5,8,7,6,1,3,2,0,0,111.006,0,4,1,3,2,5,8,7,6,0,0,54.777,0,Yes,Adventurous,Yes,No,Camping,Savory,4,1,3,2,6,5,7,8,0,0,55.892,0,Extremely important,Very worried,A moderate amount,A great deal,"I first learned the science of global warming over 60 years ago. Since then, little has been done and the problem continues to be more severe. I actually spent a lot of time starting in the 1980s trying to figure out the most effective thing that could be done. I came up with CF&D with border adjustments on my own. When I learned about CCL I was all in.","CCL is a welcoming space, but my neighborhood, city, and state are not. I am pretty well burned out because most people around here deny climate science, our state government and congressional delegation do everything they can to support coal and block renewable energy, and they do not seem to have any interest in hearing from those of us who care about climate change and sustainability.",76,"$50,001 - $75,000",Male,NA,White / Caucasian,NA,NA,Liberal,Independent,NA,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Different,14.133333333333333
